itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
1058,0.788,0.297,3.758,1.488,0.506,1.164,4.677,1.556,12.27,1.033,0.175,0.688,0.295,3.018,0.635,8.115,3.588,2.441,0.624,0.618,1.864,1.346,0.681,0.567,0.312
1059,0.576,0.314,4.283,1.285,0.504,1.198,4.841,1.985,16.422,0.899,0.172,0.568,0.274,3.234,0.719,9.02,3.921,2.448,0.644,0.65,2.055,1.009,0.636,0.537,0.31
1060,0.49,0.326,4.551,1.171,0.471,1.249,5.579,2.477,22.114,0.795,0.161,0.494,0.24,3.45,0.837,10.011,4.316,2.282,0.677,0.653,2.178,0.787,0.603,0.509,0.305
1061,0.534,0.33,4.444,1.151,0.421,1.326,6.575,2.884,27.437,0.72,0.144,0.487,0.205,3.57,0.954,10.745,4.617,1.981,0.72,0.621,2.094,0.663,0.591,0.491,0.298
1062,0.671,0.33,4.021,1.17,0.375,1.469,7.304,3.053,29.874,0.658,0.129,0.546,0.181,3.51,1.031,10.873,4.662,1.614,0.759,0.558,1.905,0.578,0.597,0.484,0.29
1063,0.843,0.331,3.377,1.173,0.352,1.692,7.32,2.911,28.597,0.595,0.122,0.64,0.174,3.235,1.049,10.172,4.356,1.276,0.778,0.482,1.623,0.475,0.615,0.484,0.281
1064,0.979,0.338,2.795,1.149,0.366,1.983,6.633,2.502,24.246,0.515,0.127,0.723,0.186,2.82,1.012,8.73,3.754,1.038,0.765,0.412,1.426,0.353,0.635,0.481,0.272
1065,1.036,0.349,2.606,1.133,0.411,2.253,5.605,1.968,19.296,0.438,0.144,0.782,0.212,2.412,0.944,6.916,3.005,0.925,0.711,0.365,1.353,0.258,0.653,0.466,0.262
1066,0.993,0.359,2.865,1.148,0.475,2.425,4.729,1.486,16.012,0.394,0.17,0.827,0.241,2.156,0.873,5.095,2.285,0.884,0.627,0.344,1.42,0.237,0.659,0.436,0.256
1067,0.865,0.359,3.403,1.191,0.537,2.448,4.284,1.187,15.443,0.4,0.195,0.874,0.265,2.099,0.818,3.649,1.757,0.869,0.541,0.348,1.508,0.312,0.641,0.396,0.257
