itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
61,588.729,80.38,1069.128,536.153,76.914,965.772,444.968,72.466,617.259,186.217,30.224,182.147,25.709,171.595,20.49,888.113,417.168,154.593,66.346,25.952,1003.804,510.457,182.519,78.249,33.957
62,531.338,76.782,1020.336,483.726,73.038,927.932,403.233,69.661,563.987,167.481,28.898,165.246,24.161,153.917,20.14,830.863,387.86,137.861,61.514,24.671,938.993,472.701,166.102,71.709,33.944
63,410.698,63.562,836.346,373.655,60.034,769.066,312.731,58.447,452.034,128.622,24.007,128.195,19.776,117.511,17.454,665.207,310.233,104.532,49.117,20.551,752.611,375.552,129.265,56.511,30.191
64,267.145,45.242,579.58,242.827,42.349,543.237,204.114,42.739,314.359,82.874,17.233,83.53,14.054,74.984,13.414,447.211,210.774,65.899,33.366,15.021,506.846,252.206,84.765,37.772,23.944
65,141.834,27.323,331.646,128.733,25.294,323.057,108.879,27.265,188.894,43.587,10.608,44.337,8.668,39.062,9.247,244.471,119.001,33.208,18.911,9.698,277.132,139.336,45.8,20.973,17.004
66,59.054,13.93,153.986,53.549,12.776,163.206,45.972,15.542,97.896,18.476,5.633,18.608,4.746,16.664,5.909,104.879,54.617,12.724,8.858,5.693,117.924,61.202,20.337,9.643,10.95
67,19.605,6.322,62.038,18.0,5.874,78.211,16.549,8.622,46.443,7.456,2.751,6.874,2.509,7.535,3.751,36.911,21.182,4.086,3.735,3.26,38.86,21.995,8.77,4.223,6.586
68,7.691,3.142,33.241,7.612,3.125,48.338,8.621,5.336,27.445,4.797,1.459,3.984,1.457,5.969,2.557,18.009,9.274,2.422,1.96,1.964,16.357,9.407,5.9,2.699,3.869
69,5.243,2.103,28.483,5.601,2.223,39.345,7.735,3.785,17.451,4.217,0.932,3.982,0.93,5.995,1.902,15.124,6.266,2.558,1.488,1.209,13.909,6.916,5.632,2.586,2.309
70,4.655,1.872,26.185,4.662,1.897,32.034,7.948,2.95,18.18,3.762,0.692,4.51,0.628,5.631,1.524,12.107,6.163,2.642,1.336,0.742,12.222,6.584,5.302,2.73,1.517
